"Date","Price","Open","High","Low","Vol.","Change %"
"03/24/2023","20.659","22.184","22.270","20.308","8.00M","-6.87%"
"03/23/2023","22.184","21.434","22.741","21.172","7.73M","3.54%"
"03/22/2023","21.425","22.574","23.062","21.019","12.39M","-5.09%"
"03/21/2023","22.574","22.150","23.316","21.578","9.94M","1.93%"
"03/20/2023","22.147","21.855","23.893","21.448","15.17M","1.34%"
"03/19/2023","21.855","21.218","22.428","21.214","6.10M","3.02%"
"03/18/2023","21.215","21.628","22.850","21.091","10.59M","-1.89%"
"03/17/2023","21.624","19.697","21.669","19.437","9.17M","9.79%"
"03/16/2023","19.697","19.261","19.888","18.927","6.62M","2.26%"
"03/15/2023","19.261","20.914","21.463","18.773","11.64M","-7.90%"
"03/14/2023","20.914","20.428","22.081","19.802","14.88M","2.40%"
"03/13/2023","20.425","20.184","21.367","18.907","16.74M","1.19%"
"03/12/2023","20.184","18.113","20.452","17.757","9.04M","11.43%"
"03/11/2023","18.113","18.202","18.896","17.011","9.26M","-0.52%"
"03/10/2023","18.208","17.326","18.352","16.060","15.88M","5.00%"
"03/09/2023","17.341","18.410","18.745","16.819","12.51M","-5.81%"
"03/08/2023","18.410","20.236","20.380","18.214","9.32M","-9.02%"
"03/07/2023","20.236","20.610","20.950","19.732","5.23M","-1.81%"
"03/06/2023","20.610","20.970","21.140","20.490","3.70M","-1.74%"
"03/05/2023","20.974","20.988","21.663","20.850","3.06M","-0.07%"
"03/04/2023","20.988","21.423","21.598","20.330","2.20M","-2.03%"
"03/03/2023","21.423","21.997","22.017","20.470","5.33M","-2.61%"
"03/02/2023","21.997","22.520","22.633","21.680","3.17M","-2.32%"
"03/01/2023","22.520","21.880","22.854","21.670","3.37M","2.93%"
"02/28/2023","21.880","22.677","22.740","21.784","3.45M","-3.52%"
"02/27/2023","22.677","23.274","23.400","22.337","5.08M","-2.56%"
"02/26/2023","23.274","22.377","23.514","22.223","3.56M","4.00%"
"02/25/2023","22.378","23.080","23.310","21.508","5.47M","-3.04%"
"02/24/2023","23.080","23.912","24.118","22.526","6.20M","-3.50%"
"02/23/2023","23.918","24.162","24.680","23.626","5.59M","-1.01%"
"02/22/2023","24.162","24.980","25.210","23.252","9.48M","-3.27%"
"02/21/2023","24.980","26.260","26.598","24.617","8.79M","-4.82%"
"02/20/2023","26.245","24.860","27.043","24.214","13.67M","5.53%"
"02/19/2023","24.869","23.453","25.584","23.228","10.60M","6.04%"
"02/18/2023","23.453","23.148","23.905","22.932","3.53M","1.32%"
"02/17/2023","23.148","22.282","23.535","22.077","6.07M","3.83%"
"02/16/2023","22.293","23.880","24.133","22.227","9.34M","-6.65%"
"02/15/2023","23.880","21.840","23.930","21.462","7.47M","9.33%"
"02/14/2023","21.842","20.774","22.306","20.684","9.76M","5.13%"
"02/13/2023","20.777","21.500","21.569","19.780","8.57M","-3.37%"
"02/12/2023","21.502","20.813","22.364","20.630","5.91M","3.31%"
"02/11/2023","20.813","20.122","20.901","20.102","2.61M","3.43%"
"02/10/2023","20.122","20.480","21.190","19.699","7.25M","-1.75%"
"02/09/2023","20.480","23.215","23.342","20.065","8.53M","-11.78%"
"02/08/2023","23.215","23.832","24.180","22.832","5.16M","-2.56%"
"02/07/2023","23.825","22.652","23.937","22.568","6.46M","5.18%"
"02/06/2023","22.652","23.464","23.722","22.536","4.68M","-3.46%"
"02/05/2023","23.464","24.350","24.452","23.048","6.07M","-3.64%"
"02/04/2023","24.350","24.670","24.933","24.253","2.64M","-1.30%"
"02/03/2023","24.670","24.254","25.069","24.057","6.79M","1.72%"
"02/02/2023","24.254","25.007","26.130","24.157","10.40M","-2.93%"
"02/01/2023","24.986","23.923","25.190","22.540","10.57M","4.44%"
"01/31/2023","23.923","23.966","24.400","23.507","5.77M","-0.18%"
"01/30/2023","23.966","26.103","26.305","23.395","10.79M","-8.17%"
"01/29/2023","26.097","24.010","26.748","23.757","10.70M","8.67%"
"01/28/2023","24.016","24.424","25.117","23.783","4.72M","-1.66%"
"01/27/2023","24.420","24.349","24.917","23.441","7.30M","0.29%"
"01/26/2023","24.349","24.510","25.197","23.897","7.66M","-0.66%"
"01/25/2023","24.510","22.767","25.368","22.320","12.13M","7.66%"
"01/24/2023","22.767","24.316","25.170","22.452","8.78M","-6.37%"
"01/23/2023","24.316","24.222","24.884","23.901","9.47M","0.39%"
"01/22/2023","24.222","24.550","25.413","23.666","10.59M","-1.32%"
"01/21/2023","24.547","25.550","26.424","24.547","19.01M","-3.93%"
"01/20/2023","25.550","21.420","25.703","20.951","14.86M","19.28%"
"01/19/2023","21.420","20.849","21.836","20.440","9.27M","2.74%"
"01/18/2023","20.849","22.870","23.577","20.534","16.64M","-8.84%"
"01/17/2023","22.870","23.578","23.936","22.779","9.21M","-3.00%"
"01/16/2023","23.578","22.890","24.859","22.370","16.39M","2.97%"
"01/15/2023","22.897","24.233","24.813","22.056","17.06M","-5.57%"
"01/14/2023","24.247","18.287","24.641","18.206","39.69M","32.59%"
"01/13/2023","18.287","16.600","18.577","16.330","16.31M","10.16%"
"01/12/2023","16.600","16.365","16.930","15.714","14.51M","1.48%"
"01/11/2023","16.357","16.194","16.572","15.334","10.45M","1.01%"
"01/10/2023","16.194","16.258","16.690","15.604","13.99M","-0.44%"
"01/09/2023","16.266","14.446","17.453","14.304","31.73M","12.32%"
"01/08/2023","14.482","13.094","14.599","12.860","9.87M","10.60%"
"01/07/2023","13.094","13.500","13.508","13.026","3.28M","-3.15%"
"01/06/2023","13.520","13.420","13.576","12.740","9.15M","0.75%"
"01/05/2023","13.420","13.442","13.850","12.954","9.58M","-0.14%"
"01/04/2023","13.438","13.377","14.166","12.861","20.70M","0.51%"
"01/03/2023","13.370","11.274","13.646","11.018","22.97M","18.59%"
"01/02/2023","11.274","10.000","11.637","9.815","13.25M","12.74%"
